web-scraper-order,headline,headline-href,head,date
1545832536-541,Transgender awards to salute role models who break norms,https://timesofindia.indiatimes.com/city/chennai/trans-awards-to-salute-role-models-who-break-norms/articleshow/63791183.cms,Transgender awards to salute role models who break norms,"Apr 17, 2018, 07:18 IST"
1545832883-567,Child sex abuse: More TN kids queue up in clinics to treat sexually transmitted infections,https://timesofindia.indiatimes.com/city/chennai/why-hushed-cases-of-sti-among-tn-kids-could-indicate-child-sex-abuse/articleshow/63776402.cms,Child sex abuse: More TN kids queue up in clinics to treat sexually transmitted infections,"Apr 19, 2018, 11:44 IST"
1545832880-565,“Natural” need not always imply safe,https://timesofindia.indiatimes.com/life-style/health-fitness/every-heart-counts/natural-need-not-always-imply-safe/articleshow/63731129.cms,“Natural” need not always imply safe,null
1545832868-557,Tamil Nadu govt doesn’t want our social work to attract attention: Kamal Haasan,https://timesofindia.indiatimes.com/city/chennai/tn-govt-doesnt-want-our-social-work-to-attract-attention-kamal-haasan/articleshow/63687950.cms,Tamil Nadu govt doesn’t want our social work to attract attention: Kamal Haasan,"Apr 10, 2018, 07:56 IST"
1545832878-563,Kerala girl who 'tested' HIV+ after blood transfusion dies,https://timesofindia.indiatimes.com/city/kochi/kochi-girl-who-tested-hiv-after-blood-transfusion-dies/articleshow/63723647.cms,Kerala girl who 'tested' HIV+ after blood transfusion dies,"Apr 12, 2018, 15:24 IST"
1545832871-558,Prince Harry and Meghan Markle ask guests to donate to Mumbai-based charity as wedding gift,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/prince-harry-and-meghan-markle-ask-guests-to-donate-to-mumbai-based-charity-as-wedding-gift/articleshow/63692684.cms,Prince Harry and Meghan Markle ask guests to donate to Mumbai-based charity as wedding gift,"Apr 10, 2018, 11:10 IST"
1545832863-555,"How 10,000 devadasis live their lives in Karnataka",https://timesofindia.indiatimes.com/city/bengaluru/sexual-servitude-to-the-gods/articleshow/63660465.cms,"How 10,000 devadasis live their lives in Karnataka","Apr 9, 2018, 15:23 IST"
1545832865-556,Sex trade going online new challenge for KSACS,https://timesofindia.indiatimes.com/city/thiruvananthapuram/sex-trade-going-online-new-challenge-for-ksacs/articleshow/63687674.cms,Sex trade going online new challenge for KSACS,"Apr 10, 2018, 10:31 IST"
1545832873-560,Kerala: Child cancer patient suspected to have contracted HIV during blood transfusion dies,https://timesofindia.indiatimes.com/city/kochi/kerala-child-cancer-patient-suspected-to-have-contracted-hiv-during-blood-transfusion-dies/articleshow/63714399.cms,Kerala: Child cancer patient suspected to have contracted HIV during blood transfusion dies,"Apr 11, 2018, 16:30 IST"
1545832888-569,'Novel implant to protect women from HIV infection',https://timesofindia.indiatimes.com/home/science/novel-implant-to-protect-women-from-hiv-infection/articleshow/63783092.cms,'Novel implant to protect women from HIV infection',"Apr 16, 2018, 14:32 IST"
1545832876-561,Admissions under RTE to begin on April 20,https://timesofindia.indiatimes.com/city/coimbatore/admissions-under-rte-to-begin-on-april-20/articleshow/63721240.cms,Admissions under RTE to begin on April 20,"Apr 12, 2018, 13:25 IST"
1545833077-585,Patients denied free tests as hospital’s contract with pathology centre expires,https://timesofindia.indiatimes.com/city/agra/patients-denied-free-tests-as-hospitals-contract-with-pathology-centre-expires/articleshow/63617487.cms,Patients denied free tests as hospital’s contract with pathology centre expires,"Apr 5, 2018, 11:01 IST"
1545833074-584,Govt’s policy to get TB cases notified draws flak from doctors,https://timesofindia.indiatimes.com/city/pune/govts-policy-to-get-tb-cases-notified-draws-flak-from-docs/articleshow/63618227.cms,Govt’s policy to get TB cases notified draws flak from doctors,"Apr 5, 2018, 11:51 IST"
1545833064-580,Doctors are saying that fish foot spa may spread HIV and hepatitis! Is it true?,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/doctors-are-saying-that-fish-foot-spa-may-spread-hiv-and-hepatitis-is-it-true/articleshow/63594816.cms,null,null
1545833050-578,Cell phone-based tech to allow at-home blood testing,https://timesofindia.indiatimes.com/home/science/cell-phone-based-tech-to-allow-at-home-blood-testing/articleshow/63487251.cms,Cell phone-based tech to allow at-home blood testing,"Mar 27, 2018, 17:29 IST"
1545833066-581,"Man misdiagnosed with HIV sues hospital, receives 1 lakh in compensation",https://timesofindia.indiatimes.com/city/kolkata/man-misdiagnosed-with-hiv-sues-hospital-receives-1-lakh-in-compensation/articleshow/63601212.cms,"Man misdiagnosed with HIV sues hospital, receives 1 lakh in compensation","Apr 3, 2018, 22:32 IST"
1545833079-586,"8% of TB patients in Karnataka are HIV positive, third highest in India",https://timesofindia.indiatimes.com/city/bengaluru/8-of-tb-patients-in-ktaka-are-hiv-positive-third-highest-in-india/articleshow/63633669.cms,"8% of TB patients in Karnataka are HIV positive, third highest in India","Apr 6, 2018, 06:58 IST"
1545833071-583,HIV people with positive attitude,https://timesofindia.indiatimes.com/city/chandigarh/hiv-people-with-positive-attitude/articleshow/63606114.cms,HIV people with positive attitude,"Apr 4, 2018, 09:12 IST"
1545833057-579,Manipur government hospital reveals couple's HIV status in public,https://timesofindia.indiatimes.com/city/imphal/manipur-government-hospital-reveals-couples-hiv-status-in-public/articleshow/63527573.cms,Manipur government hospital reveals couple's HIV status in public,"Mar 29, 2018, 10:55 IST"
1545833048-577,EWS admissions: Delhi govt warns pvt schools against asking for Aadhaar,https://timesofindia.indiatimes.com/home/education/news/ews-admissions-delhi-govt-warns-pvt-schools-against-asking-for-aadhaar/articleshow/63485006.cms,EWS admissions: Delhi govt warns pvt schools against asking for Aadhaar,"Mar 27, 2018, 16:28 IST"
1545833069-582,"In 3 years, blood donations decline in Delhi",https://timesofindia.indiatimes.com/city/delhi/in-3-years-blood-donations-decline/articleshow/63602833.cms,"In 3 years, blood donations decline in Delhi","Apr 4, 2018, 01:26 IST"
1545833251-603,Manvendra Singh Gohil to create module on third gender issues,https://timesofindia.indiatimes.com/city/ahmedabad/gohil-to-create-module-on-third-gender-issues/articleshow/63323267.cms,Manvendra Singh Gohil to create module on third gender issues,"Mar 16, 2018, 06:37 IST"
1545833253-604,Free viral load test for HIV at three ART centres from April 19,https://timesofindia.indiatimes.com/city/patna/free-viral-load-test-for-hiv-at-three-art-centres-soon/articleshow/63336811.cms,Free viral load test for HIV at three ART centres from April 19,"Mar 17, 2018, 13:07 IST"
1545833286-610,"Hepatitis B, C cases rise by over 60% in Telangana",https://timesofindia.indiatimes.com/city/hyderabad/hepatitis-b-c-cases-rise-by-over-60-in-telangana/articleshow/63476112.cms,"Hepatitis B, C cases rise by over 60% in Telangana","Mar 27, 2018, 10:01 IST"
1545833244-602,In-laws booked for harassing HIV+ widow,https://timesofindia.indiatimes.com/city/nashik/in-laws-booked-for-harassing-hiv-widow/articleshow/63311731.cms,In-laws booked for harassing HIV+ widow,"Mar 15, 2018, 11:04 IST"
1545833284-609,Kiran Bedi stresses on need to reduce debt as expenses go up by 11.7%,https://timesofindia.indiatimes.com/city/puducherry/bedi-stresses-on-need-to-reduce-debt-as-expenses-go-up-by-11-7/articleshow/63473039.cms,Kiran Bedi stresses on need to reduce debt as expenses go up by 11.7%,"Mar 27, 2018, 12:04 IST"
1545833241-601,"Help centres may need to be doubled, say experts",https://timesofindia.indiatimes.com/city/hyderabad/help-centres-may-need-to-be-doubled-say-experts/articleshow/63310168.cms,"Help centres may need to be doubled, say experts","Mar 15, 2018, 08:51 IST"
1545833272-607,Story of an ‘Undying Flame’,https://timesofindia.indiatimes.com/city/chandigarh/story-of-an-undying-flame/articleshow/63447534.cms,Story of an ‘Undying Flame’,"Mar 25, 2018, 09:55 IST"
1545833270-606,Govt not using patent law effectively: Pharma body,https://timesofindia.indiatimes.com/india/govt-not-using-patent-law-effectively-pharma-body/articleshow/63373446.cms,Govt not using patent law effectively: Pharma body,"Mar 20, 2018, 05:08 IST"
1545833274-608,World Tuberculosis Day: The 3 most common Indian myths about TB!,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/world-tuberculosis-day-the-3-most-common-indian-myths-about-tb/articleshow/63429996.cms,World Tuberculosis Day: The 3 most common Indian myths about TB!,"Mar 24, 2018, 08:00 IST"
1545833268-605,45 dist hospitals in state to get ‘Mann Kaksh’ in 1st phase,https://timesofindia.indiatimes.com/city/bareilly/45-dist-hospitals-in-state-to-get-mann-kaksh-in-1st-phase/articleshow/63358071.cms,45 dist hospitals in state to get ‘Mann Kaksh’ in 1st phase,"Mar 18, 2018, 23:26 IST"
1545833436-633,Stephen Hawking's life: A story of willpower and strength,https://timesofindia.indiatimes.com/life-style/health-fitness/de-stress/stephen-hawkings-life-a-story-of-willpower-and-strength/articleshow/63298083.cms,Stephen Hawking's life: A story of willpower and strength,"Mar 15, 2018, 11:35 IST"
1545833430-630,"Facing bias, transgenders demand separate hospital",https://timesofindia.indiatimes.com/city/hyderabad/facing-bias-transgenders-demand-separate-hospital/articleshow/63277965.cms,"Facing bias, transgenders demand separate hospital","Mar 13, 2018, 06:54 IST"
1545833421-626,Only 3% of rural women receive prenatal care,https://timesofindia.indiatimes.com/city/patna/only-3-of-rural-women-receive-prenatal-care/articleshow/63223590.cms,Only 3% of rural women receive prenatal care,"Mar 9, 2018, 14:02 IST"
1545833438-634,"HIV taboo more lethal than disease: Many patients dumped by kin, wallow on roads",https://timesofindia.indiatimes.com/city/hyderabad/hiv-taboo-more-lethal-than-disease-many-patients-dumped-by-kin-wallow-on-roads/articleshow/63310104.cms,"HIV taboo more lethal than disease: Many patients dumped by kin, wallow on roads","Mar 15, 2018, 08:48 IST"
1545833423-627,Transport dept hikes bus fares for Tricity,https://timesofindia.indiatimes.com/city/chandigarh/transport-dept-hikes-bus-fares-for-tricity/articleshow/63224537.cms,Transport dept hikes bus fares for Tricity,"Mar 9, 2018, 07:30 IST"
1545833434-632,2.62 lakh poor kids get admissions under RTE Act,https://timesofindia.indiatimes.com/city/jaipur/2-62-lakh-poor-kids-get-admissions-under-rte-act/articleshow/63291663.cms,2.62 lakh poor kids get admissions under RTE Act,"Mar 14, 2018, 08:52 IST"
1545833432-631,World can win war against TB if battle won in India: WHO,https://timesofindia.indiatimes.com/business/india-business/world-can-win-war-against-tb-if-battle-won-in-india-who/articleshow/63287653.cms,World can win war against TB if battle won in India: WHO,"Mar 13, 2018, 19:11 IST"
1545833425-628,Inmate of Agra district jail with HIV infection dies,https://timesofindia.indiatimes.com/city/agra/inmate-of-agra-district-jail-with-hiv-infection-dies/articleshow/63249486.cms,Inmate of Agra district jail with HIV infection dies,"Mar 11, 2018, 10:03 IST"
1545833428-629,Women felicitated in Kanodar,https://timesofindia.indiatimes.com/city/rajkot/women-felicitated-in-kanodar/articleshow/63260366.cms,Women felicitated in Kanodar,"Mar 12, 2018, 08:08 IST"
1545833417-625,NHRC notice to UP over HIV spreading among jail inmates,https://timesofindia.indiatimes.com/city/bareilly/nhrc-notice-to-up-over-hiv-spreading-among-jail-inmates/articleshow/63222152.cms,NHRC notice to UP over HIV spreading among jail inmates,"Mar 8, 2018, 20:58 IST"
1545833641-655,International Women's Day 2018: HIV+ woman who’s spreading positivity,https://timesofindia.indiatimes.com/city/surat/hiv-woman-whos-spreading-positivity/articleshow/63208706.cms,International Women's Day 2018: HIV+ woman who’s spreading positivity,"Mar 8, 2018, 08:18 IST"
1545833639-654,Get voluntary donor for blood transfusion to cut infection risk,https://timesofindia.indiatimes.com/city/delhi/get-voluntary-donor-for-blood-transfusion-to-cut-infection-risk/articleshow/63209307.cms,Get voluntary donor for blood transfusion to cut infection risk,"Mar 8, 2018, 01:54 IST"
1545833643-656,International Women's Day 2018: Social evils and stigma cannot crush her courage,https://timesofindia.indiatimes.com/city/ahmedabad/social-evils-and-stigma-cannot-crush-her-courage/articleshow/63208854.cms,International Women's Day 2018: Social evils and stigma cannot crush her courage,"Mar 8, 2018, 09:53 IST"
1545833631-653,K’wood’s women are finally on top,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/kwoods-women-are-finally-on-top/articleshow/63203384.cms,K’wood’s women are finally on top,"Mar 8, 2018, 00:00 IST"
1545833618-650,Delhi EWS admission: Computerised draw postponed due to technical reasons,https://timesofindia.indiatimes.com/home/education/news/delhi-ews-admission-computeried-draw-postponed-due-to-technical-reasons/articleshow/63203669.cms,Delhi EWS admission: Computerised draw postponed due to technical reasons,"Mar 7, 2018, 19:15 IST"
1545833616-649,Puppeteers with strings attached,https://timesofindia.indiatimes.com/city/chandigarh/puppeteers-with-strings-attached/articleshow/63199283.cms,Puppeteers with strings attached,"Mar 7, 2018, 12:25 IST"
1545833629-652,NHRC notice to UP govt over spread of HIV among prisoners in jails,https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-govt-over-spread-of-hiv-among-prisoners-in-jails/articleshow/63205052.cms,NHRC notice to UP govt over spread of HIV among prisoners in jails,"Mar 7, 2018, 19:16 IST"
1545833647-658,"‘Punjab is targeting Hepatitis C, but must include Hepatitis B’",https://timesofindia.indiatimes.com/city/chandigarh/punjab-is-targeting-hepatitis-c-but-must-include-hepatitis-b/articleshow/63211217.cms,"‘Punjab is targeting Hepatitis C, but must include Hepatitis B’","Mar 8, 2018, 07:35 IST"
1545833626-651,NHRC notice to UP government over spread of HIV among prisoners in the jails,https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-government-over-spread-of-hiv-among-prisoners-in-the-jails/articleshow/63204932.cms,NHRC notice to UP government over spread of HIV among prisoners in the jails,"Mar 7, 2018, 19:09 IST"
1545833645-657,Nigerian citizen held with heroin worth Rs 6 crore from Rajdhani Express,https://timesofindia.indiatimes.com/city/vadodara/nigerian-citizen-held-with-heroin-worth-rs-6cr-from-rajdhani-express/articleshow/63209113.cms,Nigerian citizen held with heroin worth Rs 6 crore from Rajdhani Express,"Mar 8, 2018, 08:56 IST"
1545833816-675,65% students in Gurugram’s govt schools have exam stress: SCERT survey,https://timesofindia.indiatimes.com/home/education/news/65-students-in-citys-govt-schools-have-exam-stress-scert-survey/articleshow/63086876.cms,65% students in Gurugram’s govt schools have exam stress: SCERT survey,"Feb 27, 2018, 08:33 IST"
1545833848-681,"After 10 years, old sexually-transmitted infection makes comeback in Chennai",https://timesofindia.indiatimes.com/city/chennai/after-10-years-old-sexually-transmitted-infection-makes-comeback-in-chennai/articleshow/63164529.cms,"After 10 years, old sexually-transmitted infection makes comeback in Chennai","Mar 5, 2018, 07:26 IST"
1545833818-676,23 inmates in Gorakhpur jail found HIV positive,https://timesofindia.indiatimes.com/city/lucknow/23-prisoners-found-hiv-positive-in-gorakhpur/articleshow/63103328.cms,23 inmates in Gorakhpur jail found HIV positive,"Feb 28, 2018, 09:51 IST"
1545833807-673,"?Not horoscope, HIV report to fix matches in Unnao villages",https://timesofindia.indiatimes.com/city/kanpur/not-horoscope-hiv-report-to-fix-matches-in-unnao-villages/articleshow/63075100.cms,"?Not horoscope, HIV report to fix matches in Unnao villages","Feb 26, 2018, 09:22 IST"
1545833850-682,Help starts pouring in for HIV-positive youths,https://timesofindia.indiatimes.com/city/kolkata/help-starts-pouring-in-for-hiv-positive-youths/articleshow/63177234.cms,Help starts pouring in for HIV-positive youths,"Mar 6, 2018, 04:46 IST"
1545833821-677,"Prince Harry, Meghan Markle to invite members of public to royal wedding",https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/prince-harry-meghan-markle-to-invite-members-of-public-to-royal-wedding/articleshow/63144365.cms,"Prince Harry, Meghan Markle to invite members of public to royal wedding","Mar 3, 2018, 12:29 IST"
1545833846-680,HC upholds life term for dad who killed toddler,https://timesofindia.indiatimes.com/city/bengaluru/hc-upholds-life-term-for-dad-who-killed-toddler/articleshow/63164507.cms,HC upholds life term for dad who killed toddler,"Mar 5, 2018, 07:27 IST"
1545833814-674,65% students in Gurugram’s govt schools have exam stress: SCERT survey,https://timesofindia.indiatimes.com/city/gurgaon/65-students-in-citys-govt-schools-have-exam-stress-scert-survey/articleshow/63089634.cms,65% students in Gurugram’s govt schools have exam stress: SCERT survey,"Feb 27, 2018, 08:33 IST"
1545833830-678,HC upholds life term for man who killed toddler son,https://timesofindia.indiatimes.com/city/bengaluru/hc-upholds-life-term-for-man-who-killed-toddler-son/articleshow/63162013.cms,HC upholds life term for man who killed toddler son,"Mar 5, 2018, 00:40 IST"
1545833833-679,An HIV-positive dream hits house hurdle in Kolkata,https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms,An HIV-positive dream hits house hurdle in Kolkata,"Mar 5, 2018, 04:54 IST"
1545834011-705,'No HIV' certificate more important than 'kundali' matching in UP's Prem Nagar,https://timesofindia.indiatimes.com/city/kanpur/no-hiv-certificate-more-important-than-kundali-matching-in-ups-prem-nagar/articleshow/63066229.cms,'No HIV' certificate more important than 'kundali' matching in UP's Prem Nagar,"Feb 25, 2018, 14:20 IST"
1545834009-704,"At rights camp, over 5,000 shed inhibitions",https://timesofindia.indiatimes.com/city/delhi/at-rights-camp-over-5000-shed-inhibitions/articleshow/63061186.cms,"At rights camp, over 5,000 shed inhibitions","Feb 25, 2018, 03:43 IST"
1545833996-703,"WHO recommends scaling up access to testing, treatment for TB",https://timesofindia.indiatimes.com/home/science/who-recommends-scaling-up-access-to-testing-treatment-for-tb/articleshow/63058694.cms,"WHO recommends scaling up access to testing, treatment for TB","Feb 24, 2018, 19:46 IST"
1545833977-698,Prisoners to undergo HIV test in state,https://timesofindia.indiatimes.com/city/udaipur/prisoners-to-undergo-hiv-test-in-state/articleshow/63023758.cms,Prisoners to undergo HIV test in state,"Feb 22, 2018, 09:44 IST"
1545833970-697,Prisoners to undergo HIV test in state,https://timesofindia.indiatimes.com/city/jodhpur/prisoners-to-undergo-hiv-test-in-state/articleshow/63023759.cms,Prisoners to undergo HIV test in state,"Feb 22, 2018, 09:44 IST"
1545833985-699,Prisoners to undergo HIV test in state,https://timesofindia.indiatimes.com/city/ajmer/prisoners-to-undergo-hiv-test-in-state/articleshow/63023761.cms,Prisoners to undergo HIV test in state,"Feb 22, 2018, 09:44 IST"
1545834013-706,Blood from KGMU bank to cost more,https://timesofindia.indiatimes.com/city/lucknow/blood-from-kgmu-bank-to-cost-more/articleshow/63073132.cms,Blood from KGMU bank to cost more,"Feb 26, 2018, 06:16 IST"
1545833987-700,Prisoners to undergo HIV test in state,https://timesofindia.indiatimes.com/city/jaipur/prisoners-to-undergo-hiv-test-in-state/articleshow/63023707.cms,Prisoners to undergo HIV test in state,"Feb 22, 2018, 09:44 IST"
1545833990-701,"VIDEO: Put aside green tea, blue tea is the new healthy tea to try!",https://timesofindia.indiatimes.com/life-style/health-fitness/diet/video-put-aside-green-tea-blue-tea-is-the-new-healthy-tea-to-try/articleshow/63028459.cms,"VIDEO: Put aside green tea, blue tea is the new healthy tea to try!","Feb 22, 2018, 16:13 IST"
1545833993-702,"HIV positive woman marries twice, kills first husband with the help of second",https://timesofindia.indiatimes.com/india/hiv-positive-women-marries-twice-kills-first-husband-with-the-help-of-second/articleshow/63043159.cms,"HIV positive woman marries twice, kills first husband with the help of second","Feb 23, 2018, 16:51 IST"
1545834294-728,HIV screening for inmates in Rajasthan prisons to be strengthened,https://timesofindia.indiatimes.com/city/jaipur/hiv-screening-for-inmates-in-rajasthan-prisons-to-be-strengthened/articleshow/63003478.cms,HIV screening for inmates in Rajasthan prisons to be strengthened,"Feb 20, 2018, 22:36 IST"
1545834288-726,Time to feel ill at ease,https://timesofindia.indiatimes.com/city/thiruvananthapuram/time-to-feel-ill-at-ease/articleshow/62993181.cms,Time to feel ill at ease,"Feb 20, 2018, 09:39 IST"
1545834280-725,"HIV more prevalent in 15-24 age group, data reveals",https://timesofindia.indiatimes.com/city/ahmedabad/hiv-more-prevalent-in-15-24-age-group-data-reveals/articleshow/62989116.cms,"HIV more prevalent in 15-24 age group, data reveals","Feb 20, 2018, 06:58 IST"
1545834297-729,Blood test before marriage: A science teacher's unique initiative,https://timesofindia.indiatimes.com/india/blood-test-before-marriage-a-science-teachers-unique-initiative/articleshow/63003873.cms,Blood test before marriage: A science teacher's unique initiative,"Feb 20, 2018, 22:54 IST"
1545834255-722,18 preliminary HIV+ cases identified at 'gram samvedana',https://timesofindia.indiatimes.com/city/kolhapur/18-preliminary-hiv-cases-identified-at-gram-samvedana/articleshow/62969237.cms,18 preliminary HIV+ cases identified at 'gram samvedana',"Feb 18, 2018, 14:11 IST"
1545834299-730,New AI system may help check TB spread in India,https://timesofindia.indiatimes.com/home/science/new-ai-system-may-help-check-tb-spread-in-india/articleshow/63013358.cms,New AI system may help check TB spread in India,"Feb 21, 2018, 15:26 IST"
1545834290-727,Time to feel ill at ease,https://timesofindia.indiatimes.com/city/kochi/time-to-feel-ill-at-ease/articleshow/62993129.cms,Time to feel ill at ease,"Feb 20, 2018, 09:39 IST"
1545834253-721,National conference on HIV/AIDS held,https://timesofindia.indiatimes.com/city/chandigarh/national-conference-on-hiv/aids-held/articleshow/62956870.cms,National conference on HIV/AIDS held,"Feb 17, 2018, 10:08 IST"
1545834264-723,Fatehpur’s ‘HIV village’ has seen no fresh case in 5 years,https://timesofindia.indiatimes.com/city/lucknow/fatehpurs-hiv-village-has-seen-no-fresh-case-in-5-years/articleshow/62976954.cms,Fatehpur’s ‘HIV village’ has seen no fresh case in 5 years,"Feb 19, 2018, 07:21 IST"
1545834272-724,ESIS workers get tips to improve their hygiene,https://timesofindia.indiatimes.com/city/vadodara/esis-workers-get-tips-to-improve-their-hygiene/articleshow/62974762.cms,ESIS workers get tips to improve their hygiene,"Feb 19, 2018, 09:07 IST"
1545832873-559,"Fearing boycott, locals use fake names at counselling",https://timesofindia.indiatimes.com/city/kanpur/fearing-boycott-locals-use-fake-names-at-counselling/articleshow/62895395.cms,"Fearing boycott, locals use fake names at counselling","Feb 13, 2018, 08:56 IST"
1545832876-562,Condoms distributed on eve of Valentine's Day to fight HIV/AIDS,https://timesofindia.indiatimes.com/city/mumbai/condoms-distributed-on-eve-of-valentines-day-to-fight-hiv/aids/articleshow/62904014.cms,Condoms distributed on eve of Valentine's Day to fight HIV/AIDS,"Feb 13, 2018, 23:57 IST"
1545832907-572,HIV-positive orphans marry in Vijayapura,https://timesofindia.indiatimes.com/city/hubballi/hiv-positive-orphans-marry-in-vijayapura/articleshow/62922004.cms,HIV-positive orphans marry in Vijayapura,"Feb 15, 2018, 22:45 IST"
1545832879-564,'Every fourth sexually active person in UP has not heard of HIV-AIDS',https://timesofindia.indiatimes.com/city/lucknow/every-fourth-sexually-active-persons-in-up-have-not-heard-of-hiv-aids/articleshow/62905946.cms,'Every fourth sexually active person in UP has not heard of HIV-AIDS',"Feb 14, 2018, 09:15 IST"
1545832884-568,Ambulances to ferry HIV postive patients,https://timesofindia.indiatimes.com/city/lucknow/ambulances-to-ferry-hiv-postive-patients/articleshow/62910648.cms,Ambulances to ferry HIV postive patients,"Feb 14, 2018, 09:13 IST"
1545832909-573,"In news over HIV, village bans media",https://timesofindia.indiatimes.com/city/kanpur/in-news-over-hiv-village-bans-media/articleshow/62940695.cms,"In news over HIV, village bans media","Feb 16, 2018, 08:37 IST"
1545832911-574,SSG equipped for early diagnosis of TB,https://timesofindia.indiatimes.com/city/vadodara/ssg-equipped-for-early-diagnosis-of-tb/articleshow/62953844.cms,SSG equipped for early diagnosis of TB,"Feb 17, 2018, 11:42 IST"
1545832881-566,HIV-hit people of Unnao now seek change in village name,https://timesofindia.indiatimes.com/city/lucknow/hiv-hit-people-of-unnao-now-seek-change-in-village-name/articleshow/62909759.cms,HIV-hit people of Unnao now seek change in village name,"Feb 14, 2018, 07:45 IST"
1545832897-570,"Sonali, Nitu, Akshay, Mukund win anti-Aids competitions at CUSB",https://timesofindia.indiatimes.com/city/patna/sonali-nitu-akshay-mukund-win-anti-aids-competitions-at-cusb/articleshow/62906385.cms,"Sonali, Nitu, Akshay, Mukund win anti-Aids competitions at CUSB","Feb 14, 2018, 13:12 IST"
1545832899-571,Five friends from Meerut set up system to prevent milk wastage on Shivratri; save over 100 litres,https://timesofindia.indiatimes.com/city/meerut/-five-friends-from-meerut-set-up-system-to-prevent-milk-wastage-on-shivratri-save-over-100-litres/articleshow/62922057.cms,Five friends from Meerut set up system to prevent milk wastage on Shivratri; save over 100 litres,"Feb 15, 2018, 14:19 IST"
1545833156-596,"No toilets, people with HIV stopped from open defecation",https://timesofindia.indiatimes.com/city/lucknow/no-toilets-people-with-hiv-stopped-from-open-defecation/articleshow/62879691.cms,"No toilets, people with HIV stopped from open defecation","Feb 12, 2018, 09:17 IST"
1545833163-598,Mumbai lab will be hub of free viral load tests for HIV,https://timesofindia.indiatimes.com/city/mumbai/city-lab-will-be-hub-of-free-viral-load-tests-for-hiv/articleshow/62891364.cms,Mumbai lab will be hub of free viral load tests for HIV,"Feb 13, 2018, 06:16 IST"
1545833141-589,"Absent doctors, vacancies, decrepit PHCs aiding quackery in UP",https://timesofindia.indiatimes.com/city/agra/absent-docs-vacancies-decrepit-phcs-aiding-quackery-in-up/articleshow/62866746.cms,"Absent doctors, vacancies, decrepit PHCs aiding quackery in UP","Feb 11, 2018, 10:13 IST"
1545833145-591,Govt draws flak for poor health record,https://timesofindia.indiatimes.com/city/cuttack/govt-draws-flak-for-poor-health-record/articleshow/62871090.cms,Govt draws flak for poor health record,"Feb 11, 2018, 13:05 IST"
1545833152-594,HIV counselling centres hit by staff crunch,https://timesofindia.indiatimes.com/city/chennai/hiv-counselling-centres-hit-by-staff-crunch/articleshow/62877249.cms,HIV counselling centres hit by staff crunch,"Feb 12, 2018, 12:11 IST"
1545833160-597,Anti-trafficking Bill likely to be tabled in Parliament next month,https://timesofindia.indiatimes.com/india/anti-trafficking-bill-likely-to-be-tabled-in-parliament-next-month/articleshow/62889312.cms,Anti-trafficking Bill likely to be tabled in Parliament next month,"Feb 12, 2018, 20:13 IST"
1545833154-595,"No toilet, HIV+ people being stopped from open defecation",https://timesofindia.indiatimes.com/india/no-toilet-hiv-people-being-stopped-from-open-defecation/articleshow/62878443.cms,"No toilet, HIV+ people being stopped from open defecation","Feb 12, 2018, 06:30 IST"
1545833143-590,Clinics of 73 quacks sealed in HIV affected Bangarmau,https://timesofindia.indiatimes.com/city/lucknow/clinics-of-73-quacks-sealed-in-hiv-affected-bangarmau/articleshow/62870722.cms,Clinics of 73 quacks sealed in HIV affected Bangarmau,"Feb 11, 2018, 12:22 IST"
1545833150-593,Big Modi govt push for health? Key schemes face cut in funds,https://timesofindia.indiatimes.com/business/india-business/big-push-for-health-key-schemes-face-funds-cut/articleshow/62877905.cms,Big Modi govt push for health? Key schemes face cut in funds,"Feb 12, 2018, 10:19 IST"
1545833147-592,Govt draws flak for poor health record,https://timesofindia.indiatimes.com/city/bhubaneswar/govt-draws-flak-for-poor-health-record/articleshow/62871070.cms,Govt draws flak for poor health record,"Feb 11, 2018, 13:05 IST"
1545833377-621,"Kanpur: My son is being framed, says father of the arrested quack in",https://timesofindia.indiatimes.com/city/kanpur/kanpur-my-son-is-being-framed-says-father-of-the-arrested-quack-in/articleshow/62862847.cms,"Kanpur: My son is being framed, says father of the arrested quack in",null
1545833361-620,Stigma of HIV makes people quit UP villages,https://timesofindia.indiatimes.com/city/lucknow/stigma-of-hiv-makes-people-quit-up-villages/articleshow/62858308.cms,Stigma of HIV makes people quit UP villages,"Feb 10, 2018, 08:12 IST"
1545833353-617,25 with HIV at Kanpur ART centre,https://timesofindia.indiatimes.com/city/kanpur/25-with-hiv-at-kanpur-art-centre/articleshow/62849442.cms,25 with HIV at Kanpur ART centre,"Feb 9, 2018, 14:38 IST"
1545833337-615,Unnao quack’s infected needle may just be the tip,https://timesofindia.indiatimes.com/city/lucknow/unnao-quacks-infected-needle-may-just-be-the-tip/articleshow/62844492.cms,Unnao quack’s infected needle may just be the tip,null
